epoch,lr,epoch_time_sec,train_loss,train_running_patch_accuracy,train_running_patch_precision,train_running_patch_recall,train_running_patch_f1,train_eval_loss,train_eval_patch_accuracy,train_eval_patch_precision,train_eval_patch_recall,train_eval_patch_f1,train_eval_image_accuracy,train_eval_image_precision,train_eval_image_recall,train_eval_image_f1,train_eval_n_patches,train_eval_n_images,val_loss,val_patch_accuracy,val_patch_precision,val_patch_recall,val_patch_f1,val_image_accuracy,val_image_precision,val_image_recall,val_image_f1,val_n_patches,val_n_images,is_best
22,0.000046,312.329364,0.512986,0.940330,0.939601,0.938474,0.939022,0.523190,0.933379,0.934124,0.929702,0.931663,0.989011,0.990635,0.987293,0.988850,7280,455,1.141317,0.665956,0.642445,0.640720,0.641305,0.750000,0.722078,0.722750,0.721758,8448,96,1
23,0.000042,314.493481,0.505807,0.944564,0.944050,0.942834,0.943422,0.552186,0.916896,0.917592,0.915192,0.916237,0.978022,0.979966,0.977497,0.978428,7280,455,1.152539,0.655777,0.631387,0.632054,0.631378,0.718750,0.693550,0.692174,0.692327,8448,96,0
24,0.000038,311.275648,0.498825,0.948132,0.947607,0.946590,0.947079,0.550816,0.918956,0.919977,0.920223,0.919884,0.980220,0.982905,0.981580,0.982130,7280,455,1.235499,0.619555,0.601212,0.598201,0.598770,0.656250,0.646712,0.642037,0.641167,8448,96,0
25,0.000034,315.399832,0.495417,0.949341,0.948840,0.947748,0.948281,0.482380,0.953297,0.954507,0.952828,0.953486,0.997802,0.998131,0.997980,0.998046,7280,455,1.158357,0.662287,0.642250,0.636261,0.637664,0.708333,0.679690,0.673639,0.674054,8448,96,0
26,0.000031,312.932737,0.487921,0.953201,0.952762,0.951723,0.952229,0.496670,0.947115,0.949549,0.941529,0.944966,0.993407,0.994340,0.989831,0.991912,7280,455,1.213642,0.644650,0.615835,0.610316,0.609894,0.718750,0.685426,0.676589,0.674094,8448,96,0
27,0.000027,313.319391,0.483518,0.955333,0.954975,0.954065,0.954510,0.466347,0.962775,0.962838,0.962036,0.962402,1.000000,1.000000,1.000000,1.000000,7280,455,1.209945,0.641809,0.614515,0.609726,0.609985,0.708333,0.671010,0.667931,0.666175,8448,96,0
28,0.000023,314.294828,0.476798,0.959092,0.958677,0.957827,0.958244,0.505737,0.945604,0.945630,0.943229,0.944273,0.995604,0.996296,0.995707,0.995973,7280,455,1.182536,0.656842,0.631940,0.630933,0.630968,0.760417,0.739778,0.729973,0.731722,8448,96,0
29,0.000020,312.009904,0.474679,0.960081,0.959483,0.958912,0.959191,0.463859,0.962500,0.961874,0.961821,0.961797,1.000000,1.000000,1.000000,1.000000,7280,455,1.198450,0.654001,0.631204,0.628238,0.629074,0.760417,0.745996,0.735111,0.737233,8448,96,0
30,0.000017,312.668112,0.470475,0.961912,0.961507,0.960835,0.961163,0.474083,0.959066,0.959740,0.957668,0.958631,0.997802,0.998131,0.997980,0.998046,7280,455,1.212628,0.650331,0.628573,0.622688,0.623773,0.760417,0.741348,0.729973,0.732508,8448,96,0
31,0.000014,313.134595,0.465009,0.965048,0.964701,0.963961,0.964325,0.451866,0.969231,0.969342,0.969090,0.969209,0.997802,0.998131,0.997980,0.998046,7280,455,1.183993,0.661577,0.635301,0.634211,0.634356,0.708333,0.676620,0.677945,0.676887,8448,96,0
32,0.000011,313.316970,0.462287,0.966205,0.965787,0.965167,0.965473,0.447837,0.971978,0.971388,0.972075,0.971706,1.000000,1.000000,1.000000,1.000000,7280,455,1.187880,0.659328,0.632761,0.633425,0.632764,0.729167,0.698205,0.698428,0.697528,8448,96,0
