2026-09-05 23:36:35,861 | INFO | src.trainer.client.client_4 | Round 1 learning rate set to 0.0001
2026-09-05 23:36:35,861 | INFO | src.trainer.client.client_4 | Starting local training for round 1
2026-09-05 23:36:53,949 | INFO | src.trainer.client.client_4 | Round 1 local epoch 1/3: train_loss=1.653169
2026-09-05 23:37:10,020 | INFO | src.trainer.client.client_4 | Round 1 local epoch 2/3: train_loss=1.626642
2026-09-05 23:37:26,080 | INFO | src.trainer.client.client_4 | Round 1 local epoch 3/3: train_loss=1.618083
2026-09-05 23:37:49,157 | INFO | src.trainer.client.client_4 | Round 1 local fit metrics: {'train_loss': 1.6180834345195605, 'lr': 0.0001, 'train_accuracy': 0.21746376811594204, 'train_precision': 0.24348141169649976, 'train_recall': 0.20006060606060605, 'train_f1': 0.07155399878373771, 'train_image_accuracy': 0.21739130434782608, 'train_image_precision': 0.043478260869565216, 'train_image_recall': 0.2, 'train_image_f1': 0.07142857142857142, 'val_loss': 1.6372684624989828, 'val_accuracy': 0.2, 'val_precision': 0.04, 'val_recall': 0.2, 'val_f1': 0.06666666666666667, 'val_image_accuracy': 0.2, 'val_image_precision': 0.04, 'val_image_recall': 0.2, 'val_image_f1': 0.06666666666666667}
2026-09-05 23:40:35,572 | INFO | src.trainer.client.client_4 | Round 1 local test metrics: loss=1.601900 metrics={'test_accuracy': 0.25722222222222224, 'test_precision': 0.11059159358566314, 'test_recall': 0.2687777777777778, 'test_f1': 0.14494901629533732, 'test_image_accuracy': 0.25, 'test_image_precision': 0.1, 'test_image_recall': 0.26666666666666666, 'test_image_f1': 0.13714285714285715}
2026-09-05 23:44:42,244 | INFO | src.trainer.client.client_4 | Round 2 learning rate set to 9.99751e-05
2026-09-05 23:44:42,245 | INFO | src.trainer.client.client_4 | Starting local training for round 2
2026-09-05 23:44:59,666 | INFO | src.trainer.client.client_4 | Round 2 local epoch 1/3: train_loss=1.621809
2026-09-05 23:45:15,590 | INFO | src.trainer.client.client_4 | Round 2 local epoch 2/3: train_loss=1.615619
2026-09-05 23:45:31,498 | INFO | src.trainer.client.client_4 | Round 2 local epoch 3/3: train_loss=1.603899
2026-09-05 23:45:58,166 | INFO | src.trainer.client.client_4 | Round 2 local fit metrics: {'train_loss': 1.6038991789886916, 'lr': 9.997507884796767e-05, 'train_accuracy': 0.3388405797101449, 'train_precision': 0.14013491220308724, 'train_recall': 0.29953939393939394, 'train_f1': 0.18688282736622425, 'train_image_accuracy': 0.391304347826087, 'train_image_precision': 0.16031746031746033, 'train_image_recall': 0.34545454545454546, 'train_image_f1': 0.21560798548094376, 'val_loss': 1.6345188929239909, 'val_accuracy': 0.30133333333333334, 'val_precision': 0.12248477501298878, 'val_recall': 0.30133333333333334, 'val_f1': 0.1740272466387116, 'val_image_accuracy': 0.3, 'val_image_precision': 0.12000000000000002, 'val_image_recall': 0.3, 'val_image_f1': 0.17142857142857143}
2026-09-05 23:47:32,832 | INFO | src.trainer.client.client_4 | Round 2 local test metrics: loss=1.594274 metrics={'test_accuracy': 0.3472222222222222, 'test_precision': 0.13543008409600826, 'test_recall': 0.32177777777777783, 'test_f1': 0.19029533859365594, 'test_image_accuracy': 0.3333333333333333, 'test_image_precision': 0.125, 'test_image_recall': 0.3, 'test_image_f1': 0.17575757575757572}
2026-09-05 23:52:55,423 | INFO | src.trainer.client.client_4 | Round 3 learning rate set to 9.99003e-05
2026-09-05 23:52:55,424 | INFO | src.trainer.client.client_4 | Starting local training for round 3
2026-09-05 23:53:12,528 | INFO | src.trainer.client.client_4 | Round 3 local epoch 1/3: train_loss=1.608261
2026-09-05 23:53:28,639 | INFO | src.trainer.client.client_4 | Round 3 local epoch 2/3: train_loss=1.604312
2026-09-05 23:53:45,946 | INFO | src.trainer.client.client_4 | Round 3 local epoch 3/3: train_loss=1.602735
2026-09-05 23:54:09,637 | INFO | src.trainer.client.client_4 | Round 3 local fit metrics: {'train_loss': 1.6027348801709604, 'lr': 9.990034048535828e-05, 'train_accuracy': 0.2391304347826087, 'train_precision': 0.04788507581803671, 'train_recall': 0.2, 'train_f1': 0.077269800386349, 'train_image_accuracy': 0.2391304347826087, 'train_image_precision': 0.04782608695652174, 'train_image_recall': 0.2, 'train_image_f1': 0.07719298245614034, 'val_loss': 1.6258392403920492, 'val_accuracy': 0.2, 'val_precision': 0.04, 'val_recall': 0.2, 'val_f1': 0.06666666666666667, 'val_image_accuracy': 0.2, 'val_image_precision': 0.04, 'val_image_recall': 0.2, 'val_image_f1': 0.06666666666666667}
2026-09-05 23:54:38,106 | INFO | src.trainer.client.client_4 | Round 3 local test metrics: loss=1.591337 metrics={'test_accuracy': 0.33, 'test_precision': 0.13218463871537206, 'test_recall': 0.3257777777777778, 'test_f1': 0.1862021081204296, 'test_image_accuracy': 0.3333333333333333, 'test_image_precision': 0.13333333333333333, 'test_image_recall': 0.3333333333333333, 'test_image_f1': 0.18888888888888888}
2026-09-05 23:57:15,105 | INFO | src.trainer.client.client_4 | Round 4 learning rate set to 9.97759e-05
2026-09-05 23:57:15,106 | INFO | src.trainer.client.client_4 | Starting local training for round 4
2026-09-05 23:57:31,950 | INFO | src.trainer.client.client_4 | Round 4 local epoch 1/3: train_loss=1.600544
2026-09-05 23:57:49,465 | INFO | src.trainer.client.client_4 | Round 4 local epoch 2/3: train_loss=1.588916
2026-09-05 23:58:06,362 | INFO | src.trainer.client.client_4 | Round 4 local epoch 3/3: train_loss=1.590993
2026-09-05 23:58:32,136 | INFO | src.trainer.client.client_4 | Round 4 local fit metrics: {'train_loss': 1.5909934852434242, 'lr': 9.97758601673677e-05, 'train_accuracy': 0.25666666666666665, 'train_precision': 0.11976404217748242, 'train_recall': 0.21615151515151515, 'train_f1': 0.1068876698667151, 'train_image_accuracy': 0.2391304347826087, 'train_image_precision': 0.048888888888888885, 'train_image_recall': 0.2, 'train_image_f1': 0.07857142857142857, 'val_loss': 1.633441031773885, 'val_accuracy': 0.20033333333333334, 'val_precision': 0.05555870309804023, 'val_recall': 0.20033333333333334, 'val_f1': 0.06756080844776155, 'val_image_accuracy': 0.2, 'val_image_precision': 0.04, 'val_image_recall': 0.2, 'val_image_f1': 0.06666666666666667}
2026-09-06 00:01:14,468 | INFO | src.trainer.client.client_4 | Round 4 local test metrics: loss=1.583397 metrics={'test_accuracy': 0.3547222222222222, 'test_precision': 0.15520107853389015, 'test_recall': 0.3371111111111111, 'test_f1': 0.19950751758668095, 'test_image_accuracy': 0.4166666666666667, 'test_image_precision': 0.1657142857142857, 'test_image_recall': 0.4, 'test_image_f1': 0.23428571428571426}
2026-09-06 00:04:05,950 | INFO | src.trainer.client.client_4 | Round 5 learning rate set to 9.96018e-05
2026-09-06 00:04:05,950 | INFO | src.trainer.client.client_4 | Starting local training for round 5
2026-09-06 00:04:23,474 | INFO | src.trainer.client.client_4 | Round 5 local epoch 1/3: train_loss=1.590490
2026-09-06 00:04:39,757 | INFO | src.trainer.client.client_4 | Round 5 local epoch 2/3: train_loss=1.593826
2026-09-06 00:04:55,953 | INFO | src.trainer.client.client_4 | Round 5 local epoch 3/3: train_loss=1.587727
2026-09-06 00:05:24,484 | INFO | src.trainer.client.client_4 | Round 5 local fit metrics: {'train_loss': 1.5877273058545762, 'lr': 9.960176323512438e-05, 'train_accuracy': 0.2926086956521739, 'train_precision': 0.14514387726434386, 'train_recall': 0.2492909090909091, 'train_f1': 0.1497890901337184, 'train_image_accuracy': 0.30434782608695654, 'train_image_precision': 0.155, 'train_image_recall': 0.26, 'train_image_f1': 0.16127450980392158, 'val_loss': 1.625119873682658, 'val_accuracy': 0.204, 'val_precision': 0.06371599815583218, 'val_recall': 0.20400000000000001, 'val_f1': 0.07550818335371892, 'val_image_accuracy': 0.2, 'val_image_precision': 0.04, 'val_image_recall': 0.2, 'val_image_f1': 0.06666666666666667}
2026-09-06 00:08:22,088 | INFO | src.trainer.client.client_4 | Round 5 local test metrics: loss=1.581562 metrics={'test_accuracy': 0.3541666666666667, 'test_precision': 0.13935548322645097, 'test_recall': 0.33422222222222225, 'test_f1': 0.19669581681937068, 'test_image_accuracy': 0.4166666666666667, 'test_image_precision': 0.1657142857142857, 'test_image_recall': 0.4, 'test_image_f1': 0.23428571428571426}
2026-09-06 00:11:03,384 | INFO | src.trainer.client.client_4 | Round 6 learning rate set to 9.93782e-05
2026-09-06 00:11:03,384 | INFO | src.trainer.client.client_4 | Starting local training for round 6
2026-09-06 00:11:20,909 | INFO | src.trainer.client.client_4 | Round 6 local epoch 1/3: train_loss=1.586570
2026-09-06 00:11:37,977 | INFO | src.trainer.client.client_4 | Round 6 local epoch 2/3: train_loss=1.584022
2026-09-06 00:11:55,241 | INFO | src.trainer.client.client_4 | Round 6 local epoch 3/3: train_loss=1.577336
2026-09-06 00:12:21,936 | INFO | src.trainer.client.client_4 | Round 6 local fit metrics: {'train_loss': 1.5773363604061845, 'lr': 9.937822498948152e-05, 'train_accuracy': 0.2391304347826087, 'train_precision': 0.04782955286614972, 'train_recall': 0.2, 'train_f1': 0.077197496929645, 'train_image_accuracy': 0.2391304347826087, 'train_image_precision': 0.04782608695652174, 'train_image_recall': 0.2, 'train_image_f1': 0.07719298245614034, 'val_loss': 1.6195654074350994, 'val_accuracy': 0.2, 'val_precision': 0.04, 'val_recall': 0.2, 'val_f1': 0.06666666666666667, 'val_image_accuracy': 0.2, 'val_image_precision': 0.04, 'val_image_recall': 0.2, 'val_image_f1': 0.06666666666666667}
2026-09-06 00:15:21,435 | INFO | src.trainer.client.client_4 | Round 6 local test metrics: loss=1.577491 metrics={'test_accuracy': 0.3408333333333333, 'test_precision': 0.13208800880542224, 'test_recall': 0.3128888888888889, 'test_f1': 0.18518489116615927, 'test_image_accuracy': 0.3333333333333333, 'test_image_precision': 0.125, 'test_image_recall': 0.3, 'test_image_f1': 0.17575757575757572}
2026-09-06 00:19:13,856 | INFO | src.trainer.client.client_4 | Round 7 learning rate set to 9.91055e-05
2026-09-06 00:19:13,856 | INFO | src.trainer.client.client_4 | Starting local training for round 7
2026-09-06 00:19:31,172 | INFO | src.trainer.client.client_4 | Round 7 local epoch 1/3: train_loss=1.577081
2026-09-06 00:19:48,662 | INFO | src.trainer.client.client_4 | Round 7 local epoch 2/3: train_loss=1.581649
2026-09-06 00:20:06,732 | INFO | src.trainer.client.client_4 | Round 7 local epoch 3/3: train_loss=1.571294
2026-09-06 00:20:31,159 | INFO | src.trainer.client.client_4 | Round 7 local fit metrics: {'train_loss': 1.5712937161542366, 'lr': 9.910547051450398e-05, 'train_accuracy': 0.3322463768115942, 'train_precision': 0.14067332790999276, 'train_recall': 0.29639730639730644, 'train_f1': 0.18301886998065134, 'train_image_accuracy': 0.34782608695652173, 'train_image_precision': 0.16111111111111112, 'train_image_recall': 0.3111111111111111, 'train_image_f1': 0.19888017917133258, 'val_loss': 1.6186450119018554, 'val_accuracy': 0.2613333333333333, 'val_precision': 0.11259542389977173, 'val_recall': 0.2613333333333333, 'val_f1': 0.14171169469110145, 'val_image_accuracy': 0.3, 'val_image_precision': 0.12380952380952381, 'val_image_recall': 0.3, 'val_image_f1': 0.1688888888888889}
2026-09-06 00:21:58,347 | INFO | src.trainer.client.client_4 | Round 7 local test metrics: loss=1.576258 metrics={'test_accuracy': 0.3477777777777778, 'test_precision': 0.13700591347650173, 'test_recall': 0.3292222222222222, 'test_f1': 0.19348633226184248, 'test_image_accuracy': 0.4166666666666667, 'test_image_precision': 0.1657142857142857, 'test_image_recall': 0.4, 'test_image_f1': 0.23428571428571426}
2026-09-06 00:27:19,370 | INFO | src.trainer.client.client_4 | Round 8 learning rate set to 9.87838e-05
2026-09-06 00:27:19,370 | INFO | src.trainer.client.client_4 | Starting local training for round 8
2026-09-06 00:27:36,722 | INFO | src.trainer.client.client_4 | Round 8 local epoch 1/3: train_loss=1.575866
2026-09-06 00:27:52,968 | INFO | src.trainer.client.client_4 | Round 8 local epoch 2/3: train_loss=1.566883
2026-09-06 00:28:10,276 | INFO | src.trainer.client.client_4 | Round 8 local epoch 3/3: train_loss=1.569708
2026-09-06 00:28:33,397 | INFO | src.trainer.client.client_4 | Round 8 local fit metrics: {'train_loss': 1.5697076624718265, 'lr': 9.878377445082767e-05, 'train_accuracy': 0.32231884057971016, 'train_precision': 0.1521413267236419, 'train_recall': 0.27666060606060605, 'train_f1': 0.17502233331797606, 'train_image_accuracy': 0.32608695652173914, 'train_image_precision': 0.15789473684210525, 'train_image_recall': 0.27999999999999997, 'train_image_f1': 0.17868480725623584, 'val_loss': 1.5984036048253378, 'val_accuracy': 0.22333333333333333, 'val_precision': 0.09167599552214936, 'val_recall': 0.22333333333333333, 'val_f1': 0.10388922518159807, 'val_image_accuracy': 0.2, 'val_image_precision': 0.04444444444444444, 'val_image_recall': 0.2, 'val_image_f1': 0.07272727272727272}
2026-09-06 00:28:57,611 | INFO | src.trainer.client.client_4 | Round 8 local test metrics: loss=1.572197 metrics={'test_accuracy': 0.3408333333333333, 'test_precision': 0.14458042661053588, 'test_recall': 0.3358888888888889, 'test_f1': 0.20025793101048187, 'test_image_accuracy': 0.3333333333333333, 'test_image_precision': 0.14666666666666667, 'test_image_recall': 0.3333333333333333, 'test_image_f1': 0.2}
2026-09-06 00:34:14,021 | INFO | src.trainer.client.client_4 | Round 9 learning rate set to 9.84135e-05
2026-09-06 00:34:14,021 | INFO | src.trainer.client.client_4 | Starting local training for round 9
2026-09-06 00:34:31,202 | INFO | src.trainer.client.client_4 | Round 9 local epoch 1/3: train_loss=1.570775
2026-09-06 00:34:47,959 | INFO | src.trainer.client.client_4 | Round 9 local epoch 2/3: train_loss=1.567315
2026-09-06 00:35:04,617 | INFO | src.trainer.client.client_4 | Round 9 local epoch 3/3: train_loss=1.573069
2026-09-06 00:35:31,583 | INFO | src.trainer.client.client_4 | Round 9 local fit metrics: {'train_loss': 1.5730691166891568, 'lr': 9.841346071911964e-05, 'train_accuracy': 0.35992753623188406, 'train_precision': 0.1596487848945416, 'train_recall': 0.3152484848484848, 'train_f1': 0.1981708702215192, 'train_image_accuracy': 0.3695652173913043, 'train_image_precision': 0.14923076923076922, 'train_image_recall': 0.3236363636363636, 'train_image_f1': 0.20396396396396396, 'val_loss': 1.6081399513880412, 'val_accuracy': 0.30033333333333334, 'val_precision': 0.11683708824098024, 'val_recall': 0.30033333333333334, 'val_f1': 0.16716421076073873, 'val_image_accuracy': 0.3, 'val_image_precision': 0.12000000000000002, 'val_image_recall': 0.3, 'val_image_f1': 0.17142857142857143}
2026-09-06 00:36:00,330 | INFO | src.trainer.client.client_4 | Round 9 local test metrics: loss=1.570151 metrics={'test_accuracy': 0.30416666666666664, 'test_precision': 0.13650723776387388, 'test_recall': 0.30877777777777776, 'test_f1': 0.18438431216347526, 'test_image_accuracy': 0.3333333333333333, 'test_image_precision': 0.14666666666666667, 'test_image_recall': 0.3333333333333333, 'test_image_f1': 0.2}
2026-09-06 00:39:53,050 | INFO | src.trainer.client.client_4 | Round 10 learning rate set to 9.79949e-05
2026-09-06 00:39:53,050 | INFO | src.trainer.client.client_4 | Starting local training for round 10
2026-09-06 00:40:10,842 | INFO | src.trainer.client.client_4 | Round 10 local epoch 1/3: train_loss=1.561567
2026-09-06 00:40:26,581 | INFO | src.trainer.client.client_4 | Round 10 local epoch 2/3: train_loss=1.561178
2026-09-06 00:40:43,721 | INFO | src.trainer.client.client_4 | Round 10 local epoch 3/3: train_loss=1.564577
2026-09-06 00:41:09,156 | INFO | src.trainer.client.client_4 | Round 10 local fit metrics: {'train_loss': 1.564576626515043, 'lr': 9.799490219391763e-05, 'train_accuracy': 0.3328985507246377, 'train_precision': 0.1405850532625664, 'train_recall': 0.2962666666666666, 'train_f1': 0.18169967753919575, 'train_image_accuracy': 0.3695652173913043, 'train_image_precision': 0.15784946236559141, 'train_image_recall': 0.32727272727272727, 'train_image_f1': 0.20525328330206377, 'val_loss': 1.6114993368784587, 'val_accuracy': 0.31, 'val_precision': 0.13533495477266697, 'val_recall': 0.31, 'val_f1': 0.1859496587136713, 'val_image_accuracy': 0.3, 'val_image_precision': 0.12000000000000002, 'val_image_recall': 0.3, 'val_image_f1': 0.17142857142857143}
