round,lr,test_accuracy,test_f1,test_image_accuracy,test_image_f1,test_image_precision,test_image_recall,test_loss,test_precision,test_recall,train_accuracy,train_f1,train_image_accuracy,train_image_f1,train_image_precision,train_image_recall,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
1,0.00010000000000000002,0.28656957928802596,0.22894696865602954,0.2815533980582524,0.20582050096613203,0.18866851595006934,0.3103559870550162,1.505203400614964,0.3109359074170694,0.31003236245954696,0.4527032967032967,0.40930480473951725,0.4725274725274725,0.42370762251290195,0.48524584888644356,0.49137273837273837,1.5832093496113036,0.49277639732757766,0.46881764679764676,0.38148026048026046,0.3126513109997926,0.416971916971917,0.33662654805511943,0.35716169544740967,0.41238095238095235,1.3948920963276872,0.3481346415168039,0.3737736263736264
2,9.997734440724332e-05,0.35475728155339814,0.3065222949908177,0.3786407766990291,0.314244105409154,0.2897411003236246,0.401294498381877,1.3010881012774596,0.35950063649302016,0.374368932038835,0.5363809523809523,0.5119874924517545,0.5604395604395604,0.5254772091021163,0.581858881655585,0.5714694194694195,1.430879942715823,0.5812614115395298,0.5464828382728384,0.40035270655270655,0.34150486171664196,0.39521367521367523,0.31197557997557995,0.31193825222396654,0.38930402930402935,1.3021983637232581,0.40426702141051585,0.3983267399267399
3,9.990940044123479e-05,0.4110679611650485,0.3702742183233483,0.42718446601941745,0.3694128525196486,0.35867313915857607,0.44563106796116503,1.2015455345737123,0.43637940323407465,0.42597950377562027,0.5788791208791209,0.5518787879188447,0.6,0.5669638187118546,0.6337947331400874,0.605978132978133,1.33343447744628,0.6241658896940738,0.5834566810966811,0.42881579161579164,0.3659539050923763,0.4608058608058608,0.3651261119832549,0.36402930402930395,0.4306227106227106,1.2249242925363875,0.42000473122680715,0.40729670329670326
4,9.97962365157888e-05,0.4674433656957928,0.4441390271262375,0.44660194174757284,0.4081599630143319,0.4381877022653722,0.45372168284789643,1.1106249010987266,0.4852979484337402,0.4765091693635383,0.6487985347985349,0.6321576001011235,0.701098901098901,0.6855752055085178,0.7363350753247329,0.7018323898323898,1.263056860232091,0.6766165980867154,0.6499085314685314,0.5025034595034594,0.44219172300922843,0.5053724053724054,0.41748194662480376,0.40310622710622707,0.47538461538461535,1.1606077587101873,0.48457736529678264,0.4851262515262515
5,9.96379665773858e-05,0.48495145631067965,0.45263264955371124,0.46601941747572817,0.40668978270920014,0.40585760517799346,0.4656957928802589,1.0880679604883718,0.491213438983441,0.484990291262136,0.6635897435897437,0.6485959393138269,0.7054945054945055,0.6905830066024273,0.7288886864051699,0.7164050394050395,1.2014874482940843,0.6913050005353527,0.669357062937063,0.4802094424094424,0.4154536330100467,0.48993894993894993,0.41087179487179487,0.4168937728937729,0.46871794871794875,1.2306225843112744,0.44170459055206757,0.4598266178266178
6,9.943474999043775e-05,0.5190614886731391,0.48829435192305304,0.49514563106796117,0.4404761904761904,0.44841423948220066,0.4825242718446602,1.0378947699841559,0.5207559451719889,0.510143473570658,0.7624761904761905,0.7558722093802138,0.8417582417582418,0.8378822998323073,0.8602772538816496,0.8463431013431013,1.1534960359182114,0.7762304711619803,0.7651572464572465,0.5108792022792021,0.4412697201180252,0.5366300366300366,0.44435164835164837,0.4410989010989011,0.5021978021978022,1.1157958560589225,0.4662148021683009,0.4858063492063492
7,9.918679137682179e-05,0.5069579288025888,0.4706284882439448,0.5242718446601942,0.46460933888118355,0.46249190938511325,0.5168284789644013,1.076421733558371,0.4944586789052153,0.5015523193096009,0.7200439560439561,0.7045875707825079,0.7802197802197802,0.7650729612937851,0.7973232384221395,0.7856509046509047,1.107329813080393,0.7426560521856818,0.7228823228623229,0.5234328042328042,0.45765585713013673,0.5236141636141636,0.42403139717425425,0.43355311355311354,0.4758241758241758,1.186306295406634,0.5132900459836938,0.4893020757020757
8,9.889434040984333e-05,0.5611650485436893,0.531288599422537,0.5825242718446602,0.5293018955154877,0.5297734627831715,0.5757281553398058,0.9861788182351195,0.5631678254726129,0.5498187702265371,0.7562637362637363,0.7459028099775926,0.8131868131868132,0.8042099849665082,0.8261141336218907,0.8175288045288046,1.072892964078393,0.7819582490655725,0.7591360646760646,0.5410328042328043,0.4741285966911491,0.5673992673992673,0.47625954997383557,0.4889084249084249,0.526080586080586,1.1223515447545984,0.5021984897954088,0.5136129426129425
9,9.855769156283603e-05,0.5575404530744337,0.5281483162715214,0.6019417475728155,0.5442949607027278,0.532653721682848,0.6006472491909385,0.9995240777287283,0.5699908548003056,0.5516936353829559,0.7971282051282051,0.7909762425416832,0.8549450549450549,0.8510616356275643,0.8703274716736255,0.8643395493395493,1.0417931088423118,0.8087747882637543,0.802859435009435,0.5218799348799349,0.4693439411168957,0.5422710622710623,0.45956881214024065,0.4628864468864469,0.5286446886446887,1.2229653198690205,0.501537912710263,0.5082837606837607
10,9.817718381265236e-05,0.5475080906148867,0.516503750573459,0.5728155339805825,0.5052334720295885,0.49427184466019414,0.5598705501618123,1.0260176559906562,0.563115592290876,0.5420291262135921,0.8037216117216117,0.7985390814622525,0.8813186813186813,0.8782652742457456,0.8968949715442928,0.884036519036519,1.0112638524338438,0.8190060717766312,0.8062991896991898,0.530611803011803,0.4771800503619433,0.5645177045177046,0.4926488749345892,0.5144029304029304,0.5432234432234432,1.178464237184742,0.5195273722167487,0.5138205128205128
