round,test_accuracy,test_f1,test_image_accuracy,test_image_f1,test_image_precision,test_image_recall,test_loss,test_precision,test_recall,train_accuracy,train_f1,train_image_accuracy,train_image_f1,train_image_precision,train_image_recall,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
21,0.6596310679611651,0.6292422273654676,0.7378640776699029,0.6975034674063799,0.7361488673139157,0.7155339805825243,1.2181728905562543,0.6589978809858604,0.6422075512405611,0.9847399267399268,0.9847430548456274,1.0,1.0,1.0,1.0,0.03403331206816331,0.9844783846610072,0.9854867895067895,0.5585488319088319,0.5178498931176732,0.564981684981685,0.5137142857142857,0.5288937728937728,0.576043956043956,3.0837367960951876,0.5466046304221311,0.5566390231990231
22,0.6754110032362458,0.644458725054072,0.7087378640776699,0.6725658807212204,0.7037216828478963,0.6893203883495146,1.1455116268156453,0.667687824603787,0.6559482200647249,0.9904981684981686,0.9906545634091982,0.9978021978021978,0.9980743066457353,0.9981618381618381,0.9981618381618381,0.03178966317353122,0.9906697325142387,0.9909079544159544,0.5469633374033374,0.4966493137198244,0.5652014652014651,0.4902061747776034,0.4807619047619048,0.5561172161172161,2.9051908440236147,0.5334958003148325,0.5347774358974359
23,0.6748220064724918,0.6450298158087667,0.7087378640776699,0.6760240406842348,0.7072815533980582,0.6893203883495146,1.1172790600853821,0.6600911955261038,0.656809061488673,0.9886783882783884,0.988461177269957,1.0,1.0,1.0,1.0,0.033840139345306865,0.9883333978888903,0.9888151066711067,0.5375711192511192,0.491237581921975,0.5847374847374847,0.5121883830455258,0.5153406593406594,0.5691575091575092,2.9646771498899867,0.5251225065673315,0.5251161904761905
24,0.6601100323624597,0.6315676646259404,0.7184466019417476,0.6822746185852981,0.7134304207119742,0.6990291262135923,1.2121415180298165,0.6482832140932417,0.6426940668824164,0.9928703296703296,0.9930941337022631,1.0,1.0,1.0,1.0,0.032012346721170135,0.99317405749526,0.9930927039627039,0.5520992104192104,0.49975668940958806,0.5948473748473748,0.5152171637885923,0.4969523809523809,0.5891575091575092,2.9688869115772127,0.521180804459832,0.5397587301587302
25,0.6556569579288026,0.6257027833493959,0.7378640776699029,0.6973092926490984,0.7345307443365694,0.713915857605178,1.3059942266302802,0.6472524823498291,0.6377622437971953,0.9784468864468863,0.9788620715052523,0.9912087912087912,0.9916411584876866,0.9927405927405927,0.992043956043956,0.028738149828939914,0.9807900937099071,0.9790075762755762,0.534457094017094,0.48424993057713495,0.5871794871794871,0.506742019884877,0.49050549450549447,0.5725274725274725,3.2212634540550287,0.5203389298598429,0.5183685958485958
26,0.6515987055016181,0.6216582453053091,0.7184466019417476,0.682274618585298,0.7134304207119742,0.6990291262135923,1.3462568373952635,0.6459261282556752,0.6329458468176915,0.9929978021978021,0.9931895352407706,1.0,1.0,1.0,1.0,0.02870831400634987,0.9931889127104466,0.9933116191216191,0.5629716076516077,0.5198428817388907,0.5836385836385836,0.5065871271585557,0.49523076923076925,0.5726007326007325,3.015317629673662,0.560214570019174,0.5513796336996337
27,0.6679676375404531,0.6418923864224705,0.7184466019417476,0.682884882108183,0.7189320388349514,0.7016181229773463,1.1920465045621933,0.6598188992613109,0.6527734627831716,0.9883326007326009,0.9885630897618801,0.9956043956043956,0.9958124140344397,0.996003996003996,0.9960439560439561,0.028928069438192865,0.9884138762257825,0.9890468598068597,0.5509564183964184,0.511385369970722,0.593992673992674,0.5356860282574568,0.5144615384615384,0.596117216117216,2.760409703215583,0.5328688104336781,0.5428220757020757
28,0.6564142394822007,0.6281429279244835,0.7281553398058253,0.6908183079056864,0.7205501618122978,0.7061488673139159,1.3297593075330174,0.652233733333898,0.6381292340884575,0.9888131868131869,0.9886482176084913,1.0,1.0,1.0,1.0,0.028962798539696372,0.9887335458449267,0.9888219452399454,0.536198485958486,0.4894875749774938,0.5847374847374847,0.5256996336996337,0.5372893772893773,0.5757509157509156,3.3324470570903113,0.49932074620803574,0.5226431746031746
29,0.653883495145631,0.6242487665063329,0.7281553398058253,0.6949699491447063,0.7216828478964402,0.7087378640776699,1.3283673286062971,0.6507826901016834,0.6346040992448759,0.9792908424908425,0.9803725442178226,0.9934065934065934,0.994120165548737,0.9949050949050949,0.9942457542457542,0.027541659546170553,0.9811038593181548,0.9808262343582344,0.5477276516076516,0.4992165043170029,0.5742124542124541,0.5135928833071689,0.5093772893772894,0.5698168498168498,3.1155929477844166,0.5415359489765589,0.5345907692307693
30,0.652304207119741,0.6246810827586164,0.7378640776699029,0.7007119741100324,0.7313915857605178,0.7148867313915859,1.3022577006440554,0.6504806141974099,0.6370787486515642,0.9595765567765568,0.9599574203928397,0.9824175824175824,0.982783905105002,0.9898760063465946,0.9820912420912421,0.02574861917804906,0.9663954772444008,0.960325938061938,0.5522541147741148,0.5063826584485227,0.575970695970696,0.5013542647828363,0.49714285714285716,0.569084249084249,3.4370863149687767,0.5397581542778122,0.5425504273504274
31,0.6490097087378641,0.6189423246807411,0.6990291262135923,0.6600832177531207,0.6894822006472492,0.6786407766990292,1.365856875035008,0.6430473222138193,0.6313216828478965,0.993425641025641,0.9934703702651617,1.0,1.0,1.0,1.0,0.02661376677518904,0.9936006819702605,0.9934620507640507,0.5767852014652015,0.5273659572673209,0.6157264957264957,0.5329167974882261,0.5066959706959706,0.6055677655677655,3.0200496206288943,0.5552416571796757,0.5623152625152625
32,0.6592491909385113,0.6304451732952224,0.7475728155339806,0.7066944059177069,0.7455339805825243,0.7252427184466018,1.2540740760555853,0.6533837571792508,0.6438487594390506,0.9933831501831502,0.9935766615964111,1.0,1.0,1.0,1.0,0.02800257425280703,0.9936744841149019,0.9935619159359161,0.5377985347985348,0.49401610773145554,0.5449572649572649,0.4724793301936159,0.4755311355311356,0.5326739926739927,3.400985392280103,0.526807025727798,0.5307484737484737
33,0.6512686084142395,0.6215592967818352,0.7281553398058253,0.6896162736939436,0.7278317152103561,0.7061488673139159,1.321174446958443,0.6515032076176072,0.634228910463862,0.9911868131868132,0.99118269348466,0.9978021978021978,0.9978477544864099,0.9977533577533577,0.9981618381618382,0.024295013496911228,0.9911446662333059,0.9915133205313206,0.5711887342287343,0.522017886359918,0.6480341880341879,0.5891282051282052,0.599047619047619,0.6458608058608059,2.990299907613625,0.5487155820178626,0.5596652014652015
34,0.6552427184466019,0.6256300109141366,0.7475728155339806,0.7079981507165973,0.7364077669902912,0.7255663430420712,1.2987711338520866,0.6514089457311023,0.6392235167206042,0.9923369963369963,0.9923528477718747,1.0,1.0,1.0,1.0,0.025161407731037918,0.9922463409977244,0.9925927212787213,0.5734977289377289,0.5303902463235419,0.6251770451770451,0.5683516483516483,0.5646886446886447,0.6262271062271062,3.240274867880146,0.5581161324208824,0.5686503052503052
35,0.6573203883495147,0.6304444592319971,0.7281553398058253,0.6922699953767916,0.7372815533980582,0.7084142394822006,1.2868316986659591,0.6550838778255091,0.6429905070118662,0.9861069597069597,0.9857257903305663,0.9978021978021978,0.9971989914847057,0.9981618381618382,0.9966300366300366,0.02460112282331571,0.9868697142663845,0.9856215195915196,0.5591288563288563,0.5177932099629318,0.6267399267399266,0.5527472527472528,0.541904761904762,0.6155311355311355,3.178019831526506,0.542450562260567,0.5483010012210012
36,0.668537216828479,0.6419330388237382,0.7378640776699029,0.7000554785020804,0.7380906148867314,0.7174757281553398,1.225943631692701,0.6574730195207377,0.6540271844660193,0.9929318681318683,0.9930838677414083,1.0,1.0,1.0,1.0,0.023897814232003742,0.9931289189658966,0.9931101963961966,0.5596467562067562,0.5214186385591633,0.6146275946275946,0.55098273155416,0.5502564102564103,0.6068131868131869,3.256570865394743,0.5496935180513368,0.5507918925518925
37,0.6360453074433656,0.6131151082466736,0.7281553398058253,0.6946925566343042,0.7304207119741098,0.7064724919093851,1.3852726000451754,0.6432220892940936,0.623846170442287,0.9859399267399267,0.9858071506451128,1.0,1.0,1.0,1.0,0.02164527390579218,0.985888991903287,0.9863843717023717,0.5500378998778999,0.5087483322746781,0.5941880341880343,0.531738356881214,0.5321538461538461,0.5863736263736264,3.4247483139112282,0.5351704436809359,0.5467680586080587
38,0.6642459546925567,0.636491884300404,0.7378640776699029,0.6973092926490985,0.7345307443365697,0.713915857605178,1.303730821749651,0.6603933112688977,0.6463825242718446,0.9942227106227106,0.9942310597885019,1.0,1.0,1.0,1.0,0.02301413685543592,0.9942921944318219,0.9942120981240982,0.558743199023199,0.5099290772523557,0.6168253968253967,0.5424552590266876,0.5346080586080586,0.6021978021978022,3.3330371411587048,0.5315713552008693,0.5457615628815629
