epoch,lr,train_loss,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
1,0.0001,1.3911935708145788,0.4387280701754386,0.31751934120836733,0.4605263157894737,0.33874396135265694,0.5071428571428571,0.39470588235294113,1.350578752933887,0.36197935294026967,0.3762566448801743
2,9.993622130545428e-05,1.1681064819634712,0.43355263157894736,0.34723526087480466,0.4473684210526316,0.3620268620268621,0.5139259259259259,0.38359477124183006,1.4939995754183384,0.41619370953424273,0.3730564270152505
3,9.974506600945618e-05,1.083917553536345,0.4475877192982456,0.32944832735254836,0.47368421052631576,0.34233734196731425,0.33619047619047626,0.4117647058823529,1.5483920671437916,0.33195970224829396,0.3863527233115468
4,9.94270759624605e-05,1.0275778902205346,0.4162280701754386,0.33943794981663833,0.40789473684210525,0.3234599199250362,0.3413333333333334,0.35248366013071897,1.5244086648915944,0.37271379155296924,0.35811437908496724
5,9.8983152541804e-05,0.9806416829214684,0.40214912280701753,0.34391310048598284,0.4605263157894737,0.37498480243161086,0.4163636363636363,0.39666666666666667,1.5811824599692696,0.37498134268583255,0.34355991285403054
6,9.841455409665323e-05,0.9401095743398801,0.44530701754385965,0.3424949317329432,0.4868421052631579,0.36526610644257695,0.3858543417366947,0.4213071895424837,1.712590712235685,0.35641404141908584,0.3843984749455338
7,9.772289238107717e-05,0.9103303454164762,0.4343859649122807,0.3601321976814892,0.4868421052631579,0.3895930017050931,0.4257971014492753,0.41954248366013075,1.5827433065573375,0.38572124310125855,0.37516187363834425
8,9.691012798535524e-05,0.8767459335801507,0.4080263157894737,0.3350449153731345,0.4342105263157895,0.34154867688702273,0.3820915032679738,0.374640522875817,1.6753619646712354,0.36963066093570995,0.34946448801742924
9,9.597856477847111e-05,0.8519009700171931,0.41912280701754384,0.3465234638546521,0.4473684210526316,0.3452861952861953,0.36196581196581196,0.3877777777777778,1.6603065042642124,0.3668417207454021,0.3697838779956427
10,9.493084337754573e-05,0.8261533594273069,0.3979385964912281,0.33392609028285924,0.3815789473684211,0.30255748979153235,0.3263888888888889,0.3286928104575163,1.7270170177388608,0.35054873187747926,0.3489344226579521
11,9.376993366272128e-05,0.8113600579207264,0.39302631578947367,0.3242398929728428,0.3815789473684211,0.3013167701863354,0.3307308377896613,0.32999999999999996,1.814647832878849,0.3445249401265872,0.3377673202614379
12,9.249912635871318e-05,0.7980710354502677,0.44548245614035087,0.3541929366717228,0.4868421052631579,0.35687830687830685,0.40325552825552824,0.4201960784313726,1.6257632394317996,0.3789513413368065,0.38402287581699346
13,9.112202370689337e-05,0.7742329034153939,0.4085964912280702,0.34219846243532615,0.4473684210526316,0.355855652012138,0.35878787878787877,0.38555555555555554,1.7329177570133878,0.3485310978200943,0.359579302832244
14,8.964252925434579e-05,0.7604584229744711,0.4110526315789474,0.341121466837493,0.40789473684210525,0.3229572177890472,0.3648717948717949,0.3517647058823529,1.7692899395917592,0.37081199303372986,0.35501198257080613
15,8.806483678883803e-05,0.751287850887579,0.4072368421052632,0.3382756929666691,0.39473684210526316,0.3119670323222262,0.31947231512448904,0.33718954248366007,1.701836546084337,0.3542189274225592,0.3515080610021787
16,8.639341845107433e-05,0.7340778157652619,0.43153508771929827,0.3486835259273867,0.4342105263157895,0.3332778427246512,0.3549999999999999,0.3742483660130719,1.7396631068618673,0.374798564739171,0.3780838779956427
