round,lr,swa_test_accuracy,swa_test_f1,swa_test_image_accuracy,swa_test_image_f1,swa_test_image_precision,swa_test_image_recall,swa_test_loss,swa_test_precision,swa_test_recall,swa_val_accuracy,swa_val_f1,swa_val_image_accuracy,swa_val_image_f1,swa_val_image_precision,swa_val_image_recall,swa_val_loss,swa_val_precision,swa_val_recall,test_accuracy,test_f1,test_image_accuracy,test_image_f1,test_image_precision,test_image_recall,test_loss,test_precision,test_recall,train_accuracy,train_f1,train_image_accuracy,train_image_f1,train_image_precision,train_image_recall,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
1,9.999999999999999e-05,0.21035598705501618,0.07514926651541551,0.21359223300970873,0.07154471544715447,0.04356435643564356,0.2,1.5965763461628393,0.06358550434201737,0.19683794466403162,0.22430555555555556,0.0817039890708566,0.21875,0.07179487179487179,0.04375,0.2,1.5922613276375666,0.14424157303370785,0.20484848484848484,0.21035598705501618,0.07514926651541551,0.21359223300970873,0.07154471544715447,0.04356435643564356,0.2,1.5965759623012112,0.06358550434201737,0.19683794466403162,0.22490842490842491,0.13550397062967415,0.2175824175824176,0.13005569143500179,0.13165067490648885,0.19738713384069678,1.6689282459042447,0.13930258671948223,0.20395063784329218,0.22152777777777777,0.13133387849936146,0.21875,0.13205778717406624,0.13287135749822315,0.1974025974025974,1.59153541412206,0.13048967077454307,0.19997113997113997
2,9.997734440724332e-05,0.21359223300970873,0.07081545064377683,0.21359223300970873,0.07096774193548387,0.043137254901960784,0.2,1.5970816704833393,0.04302477183833116,0.2,0.21875,0.07179487179487179,0.21875,0.07179487179487179,0.04375,0.2,1.5924797323015,0.04375,0.2,0.21359223300970873,0.0704,0.21359223300970873,0.0704,0.04271844660194175,0.2,1.59728205327463,0.04271844660194175,0.2,0.2367765567765568,0.13823483928522395,0.23296703296703297,0.13224998891351744,0.15548286604361372,0.21017978835802614,1.6473477134250458,0.1605396523601371,0.2133086282005498,0.24583333333333332,0.14089200644242283,0.23958333333333334,0.12968676951846658,0.10277777777777777,0.216017316017316,1.5924770709885108,0.371204460414878,0.2216921090605301
3,9.99094004412348e-05,0.21423948220064726,0.09014965906071966,0.21359223300970873,0.09446327683615818,0.09880952380952382,0.19920948616600792,1.5967773668974348,0.09239504473503098,0.2,0.24583333333333332,0.11548043979132594,0.25,0.12049012933968686,0.1956521739130435,0.22727272727272724,1.592011226548089,0.1679816503788414,0.2235786435786436,0.2822006472491909,0.15613532856213402,0.2815533980582524,0.1559173221145052,0.11181818181818182,0.258893280632411,1.5935088691587973,0.11195888448900497,0.2595520421607378,0.26476190476190475,0.1961389242513492,0.26373626373626374,0.19204248112463773,0.3562762502207514,0.236189056714794,1.6368887883140928,0.5319668279021703,0.23730272788208526,0.31319444444444444,0.2254021263171369,0.3125,0.22253968253968254,0.1899272083415306,0.2779220779220779,1.5891630264809329,0.3887367756324705,0.2787863598389914
4,9.979623651578884e-05,0.21941747572815534,0.10939006755739641,0.20388349514563106,0.09051724137931035,0.08486997635933806,0.19011857707509883,1.5967022229938446,0.10636782716389157,0.20400527009222663,0.2604166666666667,0.13048440589407706,0.2604166666666667,0.12939068100358422,0.1371647509578544,0.2363636363636364,1.5919254541397094,0.13855392664877794,0.23630591630591632,0.2854368932038835,0.16802839288919486,0.30097087378640774,0.17885763000852514,0.1481012658227848,0.27430830039525694,1.591489589947327,0.13546626984126986,0.26026350461133074,0.28307692307692306,0.23425928605460794,0.2813186813186813,0.2346302916314534,0.2347634577930892,0.25889505052355394,1.6305541223484077,0.23361416235011143,0.260072326735635,0.28958333333333336,0.2288971394831595,0.3020833333333333,0.2409037387760792,0.2344495612788296,0.27370699475962634,1.5853134000185887,0.22116576571809868,0.26187742082478926
5,9.96379665773858e-05,0.258252427184466,0.14081953817752627,0.2524271844660194,0.13600862998921254,0.11054994388327721,0.23359683794466407,1.5960214124914127,0.11369477467248487,0.23878787878787877,0.29791666666666666,0.16115058195656,0.3020833333333333,0.16737884314747262,0.1525,0.27272727272727276,1.5907187143961588,0.13758082389935153,0.26903318903318907,0.3074433656957929,0.19266299480856305,0.30097087378640774,0.18076923076923077,0.16296296296296298,0.2735177865612648,1.5807874103194304,0.1931779733397443,0.28022661396574444,0.34300366300366303,0.2814764321994655,0.34505494505494505,0.28010280755863626,0.29189179916082086,0.315037996747101,1.6187408350675536,0.30235798795602065,0.31386660853878723,0.3472222222222222,0.26752795792062656,0.34375,0.2537871112339197,0.25125718725718726,0.3066302118933698,1.5666324544552626,0.2733441165194342,0.31160325055061894
6,9.943474999043775e-05,0.27766990291262134,0.15248447204968946,0.2912621359223301,0.16030651340996166,0.11873949579831933,0.2683794466403162,1.595699375115552,0.11396248196248196,0.2560210803689064,0.32708333333333334,0.17796404826397438,0.3125,0.16680272108843539,0.12753623188405797,0.28181818181818186,1.5898413631651136,0.13491954152786403,0.29437229437229434,0.29967637540453074,0.1804461919794215,0.32038834951456313,0.19474747474747475,0.19573070607553367,0.2909090909090909,1.5686447502339926,0.24451441315822908,0.2711212121212121,0.36747252747252745,0.3105938051941324,0.37362637362637363,0.30743707864652886,0.3887713789969429,0.34019931274581505,1.604289894138937,0.38524949085278226,0.3372690898373568,0.36875,0.2950910760948291,0.3958333333333333,0.3221408221408221,0.45476190476190476,0.3631009341535657,1.5488009432515917,0.41175304116719,0.3379289131920711
7,9.918679137682179e-05,0.2757281553398058,0.15234667434494673,0.2912621359223301,0.16059314179796108,0.11615925058548009,0.26798418972332017,1.5954794920763924,0.1097212213938589,0.2535441370223979,0.36944444444444446,0.20372073670955054,0.3958333333333333,0.21879917184265008,0.15833333333333335,0.3541125541125541,1.5888854291703967,0.1473231071240187,0.330995670995671,0.3074433656957929,0.22744241804305182,0.30097087378640774,0.20349206349206347,0.3426890756302521,0.27564935064935064,1.5417344322482358,0.3691309062613371,0.28643208482338917,0.3791941391941392,0.3477331977468456,0.3912087912087912,0.3639826419873728,0.4574910394265233,0.3793308354046957,1.5826034430095128,0.43942522227025116,0.3635277771217954,0.34930555555555554,0.2969289014847913,0.34375,0.28487179487179487,0.37254515599343185,0.32191843244474827,1.5255617011337685,0.3933554733681408,0.3295860864281917
8,9.889434040984333e-05,0.27766990291262134,0.15578226857887872,0.27184466019417475,0.15323529411764705,0.11083142639206711,0.2494071146245059,1.5948358357531354,0.11232689550476511,0.25467720685111994,0.3923611111111111,0.2203780129490503,0.3958333333333333,0.22059688944934847,0.16142857142857142,0.35324675324675325,1.587616178724501,0.16244095565337044,0.3502741702741703,0.3339805825242718,0.29255060097713975,0.33980582524271846,0.2869130494130494,0.33036733381560973,0.3213485789572746,1.49965292882765,0.3698983442284743,0.32352801304975215,0.4194871794871795,0.4042415247125139,0.43956043956043955,0.4259899511984492,0.47433713930928806,0.4362029185894921,1.5610593917168978,0.44479555822616684,0.41810810118169134,0.3236111111111111,0.267423908915399,0.3229166666666667,0.26594922087828266,0.28033439234941115,0.3014354066985646,1.5003033554100824,0.2792742946759254,0.3032444748234222
9,9.855769156283603e-05,0.2783171521035599,0.15841985261013175,0.2815533980582524,0.1623309845743668,0.12113022113022114,0.25770750988142294,1.5939135192667397,0.11804906068885272,0.25428194993412384,0.3993055555555556,0.22936068741682014,0.40625,0.23487640449438202,0.18291302110138957,0.3619047619047619,1.5858534945382012,0.17593979649519503,0.3559018759018759,0.31715210355987056,0.27648018085191206,0.34951456310679613,0.30009639483323697,0.38034141958670264,0.3456615847920196,1.502197722941155,0.3738316634635995,0.31531087270217706,0.4408791208791209,0.42892736295862954,0.4593406593406593,0.44753849059086803,0.4977496597418525,0.4564569858971733,1.5385789734976631,0.47572492956127455,0.4403126045096232,0.3625,0.33380726913689746,0.3541666666666667,0.3186867828823737,0.3522687280040221,0.3310093415356573,1.4964026113757767,0.3745652254190487,0.3415151515151515
10,9.81771838126524e-05,0.2783171521035599,0.1599586811704191,0.2912621359223301,0.16969215491559086,0.1310931899641577,0.26600790513833994,1.5923823970807023,0.12239950832653737,0.2539920948616601,0.39305555555555555,0.22845297173355705,0.3958333333333333,0.2337540906965872,0.18997183098591547,0.35238095238095235,1.5834289259380765,0.18114224549868113,0.3498989898989899,0.3598705501618123,0.3196747844286648,0.3883495145631068,0.3518949617633828,0.41078167115902964,0.36433559194428755,1.4548306258365173,0.37126428209575535,0.33959853190287975,0.46285714285714286,0.4480736639069738,0.4901098901098901,0.4722925622577191,0.5027074502926656,0.4754811740531171,1.532917104273925,0.47856073740829297,0.45269299030399496,0.32569444444444445,0.28578286180538237,0.3229166666666667,0.28520916431749155,0.303975975975976,0.30460241512873093,1.457779294737093,0.3072448020774606,0.3087111718690666
11,9.775320029834253e-05,0.30032362459546924,0.17760126882568866,0.2912621359223301,0.16930467762326168,0.17196581196581198,0.26403162055335966,1.5772680005595137,0.36163365423628785,0.2726526130873957,0.35694444444444445,0.2120572589840935,0.3541666666666667,0.20979591836734693,0.18421052631578946,0.3142857142857143,1.563987104098002,0.19820868989768575,0.3167965367965368,0.32168284789644014,0.2766349088676039,0.3300970873786408,0.27698924731182795,0.3436200716845878,0.31301524562394123,1.4823556772713524,0.3884106379882083,0.31279396448961666,0.44967032967032966,0.42745324024878784,0.4725274725274725,0.4508738544274477,0.539455394748712,0.46381240160460296,1.5120974859649883,0.4971230379241778,0.44212072381942696,0.4041666666666667,0.3390388861733288,0.4270833333333333,0.35745890582847106,0.443588932806324,0.4025176577808157,1.440838397842333,0.3813552820221263,0.3810852889800258
12,9.728616793536587e-05,0.283495145631068,0.1721590619737339,0.27184466019417475,0.15059015059015057,0.24893617021276598,0.24469696969696972,1.559371917996206,0.3879292929292929,0.2575829725829726,0.35555555555555557,0.24894915040741644,0.3541666666666667,0.2444655172413793,0.32654012654012654,0.31212121212121213,1.5395046843422784,0.48154141238012216,0.3145986177565125,0.3061488673139159,0.2562623723394622,0.3106796116504854,0.25316537467700256,0.3085064935064935,0.30230095990965555,1.4884422062284353,0.35181918423247305,0.29977627203714163,0.42256410256410254,0.39835278166465105,0.42637362637362636,0.39776964068594267,0.48808461927273805,0.42658366351722987,1.503261107385377,0.4822087291061754,0.42415143378879205,0.3763888888888889,0.3312191797291069,0.3645833333333333,0.3181538461538461,0.37490842490842485,0.3481089086352244,1.450671884980394,0.3956913713950927,0.35576365155312517
13,9.677655698572327e-05,0.31779935275080906,0.24262879528054854,0.3106796116504854,0.2288612849041373,0.32166666666666666,0.290330321852061,1.5389464261848178,0.369584876833567,0.2962167011732229,0.38263888888888886,0.30148184102061465,0.3645833333333333,0.27793217535153014,0.5273578595317726,0.3297903850535429,1.5099898815155028,0.4779066935666414,0.3474580390369864,0.3275080906148867,0.2809385742724208,0.34951456310679613,0.2893352964864593,0.3432234432234432,0.33155938264633916,1.457998921647427,0.37106758608956797,0.31506506054332145,0.463003663003663,0.44993794861696285,0.47912087912087914,0.4646586030529793,0.5275893065828946,0.4794712715626243,1.4909577237293397,0.5094623043576614,0.46204458606137067,0.40555555555555556,0.3515046272527558,0.3958333333333333,0.3346354675897788,0.37632653061224486,0.37481203007518793,1.422298385771494,0.4078401243030161,0.3808255487202855
14,9.62248805844431e-05,0.3275080906148867,0.27172971155529463,0.3300970873786408,0.2525003157761779,0.32585838818715535,0.31294936947110863,1.5132563820934604,0.3704244076123111,0.31208664282577325,0.3951388888888889,0.32515402754016165,0.375,0.2974057549475088,0.5173214285714286,0.3464570517202096,1.473798648516337,0.4379195393237841,0.3655153034100403,0.3825242718446602,0.34674028025114056,0.3786407766990291,0.34092096966186863,0.3852464494569758,0.3801214003387916,1.3901199223925766,0.389828012545043,0.3765222410439802,0.49963369963369964,0.487987954361782,0.5142857142857142,0.5032471396276352,0.5348608403995042,0.5170792746187601,1.4720357372472574,0.519322630122106,0.5039486964490613,0.3958333333333333,0.35561215697133924,0.4270833333333333,0.39095845997973655,0.425759534583064,0.4133971291866029,1.4018942682854665,0.38360749372985187,0.3785175058859269
