round,lr,test_accuracy,test_f1,test_image_accuracy,test_image_f1,test_image_precision,test_image_recall,test_loss,test_precision,test_recall,train_accuracy,train_f1,train_image_accuracy,train_image_f1,train_image_precision,train_image_recall,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
1,0.00010000000000000003,0.37588996763754046,0.3351369755411016,0.33980582524271846,0.28827554322699955,0.28721682847896435,0.32556634304207116,1.277784879948329,0.39341077161745686,0.3660970873786408,0.7939487179487178,0.7854309620651965,0.8571428571428571,0.8481671266560662,0.8768659976093719,0.8458781218781218,0.8795456312340256,0.8063516978472653,0.7851479757279758,0.4481278795278795,0.401650224647099,0.4785347985347985,0.4174672946101517,0.4311428571428571,0.46981684981684985,1.446165490377267,0.45073659120614545,0.43143174603174594
2,9.997507884796767e-05,0.4838511326860842,0.4282681181298916,0.5145631067961165,0.4193804900601017,0.41517799352750806,0.473462783171521,1.1449710469164895,0.4692630416730921,0.45892556634304205,0.8630622710622712,0.8569449849934295,0.9296703296703297,0.9252748187163213,0.9399770046803015,0.9234628704628703,0.6357687828829,0.8721339443527807,0.854501218041218,0.4644774928774929,0.40867423664125213,0.5133089133089133,0.42314181057038197,0.4246153846153847,0.47992673992673995,1.6943952488088438,0.46172154578610536,0.43894652014652025
3,9.99003404853583e-05,0.5559546925566343,0.5187992741045518,0.5825242718446602,0.5106796116504855,0.5087702265372168,0.5711974110032363,1.060792124943633,0.5554351200295562,0.5428532901833873,0.9092014652014652,0.9081446247958049,0.9758241758241758,0.9760810266293884,0.9809103277674706,0.9764491064491064,0.5082436852315406,0.9114413405674724,0.9105009157509157,0.4901575905575905,0.44828242640706284,0.5146520146520146,0.4383296703296704,0.45004395604395603,0.49355311355311354,1.5669592434146842,0.48085288684232463,0.47035726495726493
4,9.97758601673677e-05,0.5816181229773463,0.541894988824258,0.6213592233009708,0.5610818307905687,0.5841747572815533,0.6145631067961165,1.0716790647901184,0.5913848141121044,0.5663721682847896,0.9234358974358974,0.9232940965213763,0.989010989010989,0.9900570197514604,0.9907836607836608,0.9901209901209903,0.43442932769274095,0.9249996342754804,0.9249378921078922,0.4778288970288971,0.42708930481337537,0.5117216117216117,0.42589743589743584,0.4398974358974359,0.4961172161172161,1.9262112910686466,0.4634734948158166,0.46566227106227104
5,9.960176323512439e-05,0.5906472491909385,0.5581668729764517,0.6504854368932039,0.5860286638927416,0.6149190938511326,0.6245954692556633,1.046900249503577,0.6042552815278844,0.575175836030205,0.9462124542124541,0.9442371683234111,0.9934065934065934,0.9930092022086714,0.9943816183816185,0.9924542124542126,0.3878424149620664,0.9456945409072999,0.9447062385762387,0.5010621082621083,0.4429657037536372,0.5429792429792429,0.4631627420198849,0.48238095238095235,0.5228571428571428,1.7871990968693634,0.484635193674696,0.47872942612942604
6,9.937822498948151e-05,0.5922653721682848,0.557852465188257,0.6504854368932039,0.587628294036061,0.625598705501618,0.6226537216828478,1.0720955463264945,0.604361609905088,0.5740571736785329,0.9531428571428572,0.9525103741414669,0.9934065934065934,0.9930391177450001,0.9946786546786547,0.9922100122100123,0.36148732038207976,0.9540081898614552,0.9525462681762681,0.49410419210419204,0.44201910812494166,0.5458608058608058,0.46915122972265827,0.4767765567765568,0.5337728937728938,1.9461160605875194,0.48499796233818715,0.47915140415140406
7,9.9105470514504e-05,0.6093203883495145,0.5688943782688844,0.6407766990291263,0.5597457235321311,0.5706148867313915,0.612621359223301,1.0667814992498426,0.6303304878707221,0.5872901833872708,0.9606300366300365,0.9602599544100572,0.9978021978021978,0.9978945424323575,0.9982017982017982,0.9978021978021978,0.33288504086571297,0.9624688206766627,0.959789299219299,0.4846063492063492,0.43123784280495514,0.5218803418803418,0.44123286237571946,0.45949031920460487,0.4974358974358974,2.101705303746751,0.4946129887265732,0.46589548229548233
8,9.878377445082767e-05,0.6162783171521035,0.587170826115619,0.6893203883495146,0.6440545538603792,0.6665695792880258,0.6880258899676375,1.0343128454524264,0.6243560106719861,0.6051100323624596,0.9600000000000001,0.9582665447048925,0.9934065934065934,0.9926122573827809,0.9935883164454593,0.9925452325452325,0.3089131691975471,0.9597286369036684,0.9585131420431418,0.48968278388278386,0.43436041090851946,0.5396336996336997,0.4539026687598116,0.4732747252747253,0.5164102564102564,2.2211312202319884,0.5011767654176551,0.47255555555555545
9,9.841346071911963e-05,0.6013268608414238,0.5625749198901343,0.6407766990291263,0.5729126213592232,0.5918122977346278,0.6213592233009708,1.0589379917648183,0.6136240903776106,0.5803570658036677,0.95596336996337,0.9546755335623635,0.9824175824175824,0.9820667531226538,0.9866633366633367,0.9838611388611388,0.29261995717391864,0.9585757016600822,0.9557122829022829,0.5108253154253154,0.4685174581485938,0.6054212454212453,0.5444877027734171,0.5907692307692308,0.5764835164835165,2.0014645503469226,0.5130081406216983,0.4898019536019536
10,9.799490219391763e-05,0.6027831715210356,0.5722900691320247,0.7087378640776699,0.6513869625520111,0.6867961165048542,0.6834951456310678,1.05332933441347,0.6096736994765226,0.5871866235167206,0.9582051282051282,0.9564364944450028,0.9846153846153847,0.9830094163539541,0.9838394938394938,0.9827008547008548,0.27458569438902886,0.9583074175905997,0.9560098997298999,0.5257958485958486,0.4746861169064481,0.5513308913308913,0.48207849293563576,0.5075018315018315,0.5268864468864468,1.9917222221825277,0.5133809518669398,0.5081760683760684
