epoch,lr,train_loss,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
1,0.0001,1.1899044947316226,0.4471491228070175,0.3295103757689522,0.4868421052631579,0.3283524904214559,0.4088527551942186,0.4241830065359477,1.6589653573381273,0.36113900563773627,0.38707581699346405
2,9.993622130545428e-05,0.9598587962407578,0.38412280701754387,0.31452916965305877,0.40789473684210525,0.32281703259146866,0.40312339989759344,0.3531372549019608,1.682338594857015,0.3579713915385484,0.33489150326797384
3,9.974506600945618e-05,0.8573770501282627,0.4237280701754386,0.3515651091218036,0.5131578947368421,0.40281189398836464,0.43293226381461675,0.4437254901960784,1.668194232834013,0.3692819553943846,0.3644751633986928
4,9.94270759624605e-05,0.7946339112383043,0.41982456140350877,0.35012922266397595,0.4605263157894737,0.3644607244607244,0.39904761904761904,0.39601307189542484,1.777430978804304,0.367976420856328,0.36328366013071894
5,9.8983152541804e-05,0.7443406824757633,0.4132456140350877,0.336754846987522,0.4473684210526316,0.3556556556556557,0.3633050367855122,0.38509803921568625,1.8760206279838294,0.34696992612605065,0.35534466230936823
6,9.841455409665323e-05,0.7106381779984359,0.4668859649122807,0.36996957704704836,0.5394736842105263,0.4129354772211915,0.4593406593406593,0.4659477124183007,1.7757489267985027,0.40451950764391753,0.4015886710239652
7,9.772289238107717e-05,0.6803186351560891,0.44859649122807016,0.3505400712940029,0.5131578947368421,0.3986542443064182,0.4392857142857142,0.44307189542483655,1.830501399761752,0.3738867977167564,0.38664095860566455
8,9.691012798535524e-05,0.6555133981180793,0.45052631578947366,0.36443714940701966,0.5263157894736842,0.4264489795918368,0.5242045454545454,0.4530718954248366,1.8050369893249711,0.40688303594464414,0.39029738562091504
9,9.597856477847111e-05,0.6373421785472142,0.43293859649122807,0.34877841792402453,0.47368421052631576,0.3714808936994917,0.4925559947299078,0.40843137254901957,1.8643710601957222,0.39093875830394015,0.37248910675381264
10,9.493084337754573e-05,0.6223416299366827,0.4692982456140351,0.37272590531116906,0.5394736842105263,0.4213333333333334,0.44742424242424245,0.46483660130718957,1.7208648913680462,0.38576137621484613,0.4047145969498911
11,9.376993366272128e-05,0.6081562359525968,0.4482894736842105,0.3532145338455807,0.5131578947368421,0.3916449894710764,0.4615888615888616,0.4437254901960784,1.8700475109773769,0.38442951505246103,0.38713507625272336
12,9.249912635871318e-05,0.5974903514248934,0.47526315789473683,0.3764826520077783,0.5394736842105263,0.4170757278703306,0.4342175066312997,0.46418300653594774,1.6781249934121183,0.3940877739284592,0.40885141612200443
13,9.112202370689337e-05,0.5896144074436108,0.442719298245614,0.35190010957542933,0.5,0.39346019833824714,0.43774154589371983,0.43130718954248365,1.872304035916663,0.37444949061885135,0.3827755991285403
14,8.964252925434579e-05,0.5779830375209771,0.44894736842105265,0.33852726936088356,0.5,0.35967919799498743,0.4716666666666667,0.43130718954248365,1.8566461712226534,0.3837253566363438,0.3872625272331155
15,8.806483678883803e-05,0.5692555864828998,0.4423684210526316,0.3497776881101523,0.5131578947368421,0.38907908382991435,0.41014285714285714,0.44483660130718955,1.8566492858790515,0.3666203363342495,0.3815339869281046
16,8.639341845107433e-05,0.561889877301636,0.44710526315789473,0.36282112216483253,0.5131578947368421,0.40494623655913975,0.4282258064516129,0.44261437908496737,1.8008374735033303,0.3732191488195311,0.3864359477124183
17,8.463301205792675e-05,0.5545715134623499,0.4225877192982456,0.3352179663576281,0.47368421052631576,0.36212382739212007,0.4074534161490684,0.4090849673202614,1.8893693272377314,0.35729140921065783,0.3648496732026144
18,8.278860767257865e-05,0.5487273144297186,0.432280701754386,0.3537890485451784,0.47368421052631576,0.37270538984824697,0.3886706349206349,0.4097385620915032,1.85053444026855,0.36614059898795126,0.38084553376906316
19,8.086543345964832e-05,0.5431473588500982,0.4550877192982456,0.3591912787949896,0.5,0.3857846586910626,0.4198412698412698,0.43084967320261436,1.8165255410629406,0.383526164407805,0.3928684095860567
20,7.886894086538841e-05,0.5356679301343322,0.4476754385964912,0.35256492711591025,0.5,0.395708238851096,0.44439935064935054,0.43019607843137253,1.8644778261268349,0.37607328322656036,0.3866464052287582
21,7.680478916496926e-05,0.5326337770913031,0.44105263157894736,0.35531965398072524,0.5263157894736842,0.40778906627963235,0.4736652236652237,0.45549019607843133,1.8051437175273894,0.37382776655958827,0.3805302832244009
22,7.46788294206485e-05,0.5284944036012238,0.3881140350877193,0.3174176016380851,0.4342105263157895,0.3440775759301105,0.3640849282296651,0.3757516339869281,2.0071367847396617,0.3326740178760308,0.33513464052287584
23,7.249708789629944e-05,0.525064696690376,0.4087719298245614,0.3296573648611695,0.4473684210526316,0.34593629839820694,0.3557142857142857,0.3866666666666667,1.9418586688920072,0.3433719237567849,0.35169738562091507
24,7.026574897531136e-05,0.5217903311268524,0.43640350877192985,0.3513435960529714,0.4868421052631579,0.3832360503092211,0.42075736325385693,0.4201960784313726,1.8603311598928352,0.37855143819336684,0.3770305010893246
