round,lr,swa_test_accuracy,swa_test_f1,swa_test_image_accuracy,swa_test_image_f1,swa_test_image_precision,swa_test_image_recall,swa_test_loss,swa_test_precision,swa_test_recall,swa_val_accuracy,swa_val_f1,swa_val_image_accuracy,swa_val_image_f1,swa_val_image_precision,swa_val_image_recall,swa_val_loss,swa_val_precision,swa_val_recall,test_accuracy,test_f1,test_image_accuracy,test_image_f1,test_image_precision,test_image_recall,test_loss,test_precision,test_recall,train_accuracy,train_f1,train_image_accuracy,train_image_f1,train_image_precision,train_image_recall,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
1,0.00010000000000000002,0.41019417475728154,0.293355041723445,0.3883495145631068,0.2733558495168402,0.24133376707872484,0.34891304347826085,1.398550763624,0.4588652244399672,0.3685750423489554,0.43409722222222225,0.30945691126252384,0.4166666666666667,0.2896233120113717,0.2473015873015873,0.3670995670995671,1.396643629471461,0.29402365539881237,0.38373809523809527,0.41019417475728154,0.2933534680732918,0.3883495145631068,0.2733558495168403,0.24133376707872484,0.34891304347826085,1.3985509882930027,0.4588599816223301,0.3685750423489554,0.6250183150183151,0.609684719209038,0.6681318681318681,0.651259327782917,0.6556976079083576,0.6497681366243934,1.4340148991944588,0.6143845757248749,0.608074682585284,0.4697222222222222,0.43439355609775576,0.46875,0.4250654107796965,0.48569461229307775,0.4347801321485532,1.177019602512178,0.44559137661421,0.43851374648743074
2,9.997734440724332e-05,0.42637540453074435,0.3468419806660983,0.4174757281553398,0.3336091359620771,0.3163630464005933,0.3839403350272915,1.2540731207375388,0.5168187297181323,0.3928593230441057,0.4504861111111111,0.34060502086447725,0.4583333333333333,0.3434974533106961,0.3214285714285714,0.41060606060606064,1.252357078327073,0.4763105140866927,0.4043625730994152,0.4515210355987055,0.4030325510711058,0.4563106796116505,0.39059836382907154,0.5471406882591093,0.42495859213250514,1.1119753160368664,0.4825816956218551,0.42204455737499214,0.7021172161172161,0.697588264045102,0.7538461538461538,0.75392974230605,0.7659399919086376,0.7519187218071972,1.1932387870135324,0.7074642508158085,0.6968637225037929,0.4822222222222222,0.4489251714041008,0.53125,0.5057905620360552,0.5135148185148186,0.5091820460241514,1.2723344978488456,0.451159636640562,0.4553354598617757
3,9.99094004412348e-05,0.4307443365695793,0.3670111954271254,0.4174757281553398,0.33986788745348884,0.32065897065897064,0.3839732731037079,1.1791330075186819,0.4674054342374001,0.39977050316832924,0.4501736111111111,0.359788707166394,0.4375,0.3341622219588321,0.3034056784056784,0.39285714285714285,1.1862272242705028,0.41126137463007756,0.40705251765778083,0.5044660194174757,0.4838807062621953,0.5436893203883495,0.5283111465088937,0.5509285714285714,0.5202023338979861,1.0646854029234172,0.49973355156052734,0.47933706317836755,0.8031501831501832,0.8005381416817604,0.8571428571428571,0.8539261025694284,0.8549942931281714,0.8551226581468198,1.0448100958901012,0.7994683967738881,0.8020228300345889,0.5240972222222222,0.4948979271004695,0.5729166666666666,0.5335925533168375,0.5337784679089027,0.5380041011619958,1.2592042840683029,0.4944525972020518,0.4967903091060986
4,9.97962365157888e-05,0.458252427184466,0.4233513411618647,0.4854368932038835,0.45495454014647246,0.5608376733731704,0.4566252587991719,1.1346473856805597,0.48489674358694435,0.43079817742643833,0.47649305555555554,0.42035539568989994,0.4895833333333333,0.4253284726968937,0.545514705882353,0.45062656641604004,1.1460553349720106,0.47476830062271524,0.44003896103896106,0.5385760517799353,0.5206561354183817,0.5825242718446602,0.5671170892227135,0.5790588235294118,0.5635789572746094,1.013110982249084,0.5253574480971953,0.5182433590564026,0.8853553113553113,0.8833959021504725,0.9560439560439561,0.955931999740924,0.9538674897816708,0.9599069093573582,0.9597336430724289,0.8809215469950686,0.8868909030631891,0.5083333333333333,0.4803082255456405,0.5520833333333334,0.513499199213485,0.5243434343434343,0.5159489633173843,1.2473473030957183,0.4849936483942465,0.4800742006531481
5,9.96379665773858e-05,0.49158576051779934,0.4717008607966712,0.49514563106796117,0.47697655365189523,0.5308333333333334,0.4692339544513458,1.1063063645902962,0.5036501939949647,0.46814141100445444,0.5069444444444444,0.4699830249291736,0.5416666666666666,0.5047825656521308,0.5793205868205868,0.5093984962406015,1.1231188253892792,0.5155805910211444,0.4761771853877117,0.5236569579288026,0.5113415643359707,0.5436893203883495,0.5322106795791006,0.5467586077493198,0.5347327310370789,1.081894400304961,0.5185603448825382,0.5115807578894536,0.8276410256410256,0.8231524918739085,0.8901098901098901,0.8886451558938543,0.8957105201460612,0.8880092055392679,0.8993390112115351,0.8285550301760061,0.8248615694284904,0.49385416666666665,0.4635168053433302,0.5208333333333334,0.5000808080808081,0.5087301587301588,0.5023923444976076,1.4895296362625958,0.46659046953058747,0.4695200880990355
6,9.943474999043775e-05,0.5135922330097087,0.4975288118819102,0.5339805825242718,0.5199740539461704,0.5362301587301588,0.5112958780350085,1.0824725083471503,0.5151883901081031,0.49257696844218585,0.5299305555555556,0.5018248347333027,0.5729166666666666,0.544125869396129,0.5922905525846703,0.541410344041923,1.1051200226280424,0.5365980201786358,0.5024402293612821,0.5883171521035598,0.5779953677861007,0.6213592233009708,0.6173902258355651,0.6275823247959471,0.6190551477507998,0.9621339116628888,0.5793410790070447,0.5781479735240606,0.9257216117216117,0.9244191073388814,0.9824175824175824,0.9822079651624318,0.9818109492988134,0.9827590738122561,0.85508736933544,0.9239119142698435,0.9253706946713333,0.5547569444444445,0.5253245201900613,0.59375,0.5629662478442967,0.5671374087392393,0.5626224652540441,1.223307661146253,0.5249667494373038,0.5283125996810207
7,9.918679137682179e-05,0.5273139158576052,0.5120949862569166,0.5436893203883495,0.5305198766763626,0.5470332480818414,0.5211443628834933,1.063217793344294,0.5240613544708823,0.5076831168831168,0.5453472222222222,0.5210819865276467,0.5833333333333334,0.5551420560116211,0.5938515590689504,0.5519366598313967,1.0918612887296413,0.5506194974856985,0.5201411103516367,0.5985436893203884,0.5853986231440309,0.6310679611650486,0.6195042643680331,0.6313752913752915,0.6165706757011103,0.9515651412341973,0.5875621513070427,0.5850053579270971,0.9120732600732601,0.9106411157299148,0.9604395604395605,0.9599654241141437,0.9580869686781017,0.9624585692243363,0.8260405402515397,0.9090302136483939,0.9138961200518635,0.5373611111111111,0.5114069283771945,0.5625,0.5344420834695434,0.548063973063973,0.5349168375484165,1.3606041598234226,0.5157288222795653,0.5135877572719678
8,9.889434040984333e-05,0.5364077669902912,0.5215446364913522,0.5533980582524272,0.5443602491469454,0.5539785525194059,0.5410201392810088,1.0454542773672677,0.5298110332579239,0.5179142480707698,0.5577777777777778,0.5359685582540282,0.5833333333333334,0.5550015202189116,0.5945959595959595,0.5519366598313967,1.0799865091178151,0.5596027842820309,0.5342533227006911,0.6009708737864078,0.5881659565822025,0.6601941747572816,0.6526714513556617,0.658070818070818,0.655932618106531,0.9448845659259069,0.5898214222853502,0.5893004297634732,0.9434578754578754,0.9421002222835654,0.989010989010989,0.9886622246693475,0.987500875378004,0.9899917382285949,0.797302280260093,0.939874728712262,0.9450236377240027,0.5605208333333334,0.5377209112580426,0.6041666666666666,0.5796373158354958,0.5805627705627706,0.5794258373205742,1.2506210771197799,0.5389369197011886,0.5377581833371307
9,9.855769156283603e-05,0.5453721682847896,0.5309074472670929,0.5825242718446602,0.5700566695727987,0.5766856544989537,0.5667447769621682,1.0314242916199767,0.5371270852884146,0.5280048058221971,0.5655208333333334,0.5443010564979329,0.6041666666666666,0.5818789905746428,0.6229292929292929,0.5776942355889725,1.0701750751336416,0.5643678683370608,0.5427278423331054,0.5989967637540453,0.5844049605770232,0.6116504854368932,0.6043466508626986,0.605959595959596,0.6047364953886692,0.963379856745402,0.585574711738669,0.585308686241295,0.948989010989011,0.9478443295627997,0.9956043956043956,0.9953895224124487,0.9947975077881619,0.9960380504069825,0.774657024032467,0.9468667965348555,0.9490336712620036,0.5220833333333333,0.49588724464868356,0.5729166666666666,0.5499446290143964,0.55494708994709,0.5515835042150832,1.3524711470398612,0.4956438431151873,0.4977696514012303
10,9.817718381265236e-05,0.5494822006472492,0.5358650345861107,0.5825242718446602,0.5700566695727987,0.5766856544989537,0.5667447769621682,1.0218686218940711,0.5406426315276656,0.5336171905389298,0.5717361111111111,0.5507685315480467,0.6145833333333334,0.5927563475950574,0.6280017566974089,0.5882205513784462,1.0635682270261977,0.5674160590136915,0.5496209083314347,0.5824919093851133,0.5715410484969499,0.6116504854368932,0.6047675131885658,0.6159795321637427,0.6055270092226614,0.9821632853835145,0.5744148257566117,0.572504272539055,0.9426739926739927,0.9428769891343969,0.989010989010989,0.9893669467787115,0.9888029956841837,0.9900466933485802,0.7559935066149785,0.941848723858403,0.9443355983307292,0.47350694444444447,0.44927579653604743,0.4895833333333333,0.47152487570282736,0.4756842105263158,0.4751196172248804,1.4492954529102007,0.44828922800720133,0.45376209463051564
