epoch,lr,epoch_time_sec,train_loss,train_running_patch_accuracy,train_running_patch_precision,train_running_patch_recall,train_running_patch_f1,train_eval_loss,train_eval_patch_accuracy,train_eval_patch_precision,train_eval_patch_recall,train_eval_patch_f1,train_eval_image_accuracy,train_eval_image_precision,train_eval_image_recall,train_eval_image_f1,train_eval_n_patches,train_eval_n_images,val_loss,val_patch_accuracy,val_patch_precision,val_patch_recall,val_patch_f1,val_image_accuracy,val_image_precision,val_image_recall,val_image_f1,val_n_patches,val_n_images,is_best
22,0.000046,100.739098,0.628768,0.879895,0.878256,0.874695,0.876328,0.733859,0.822390,0.822884,0.816481,0.818771,0.918681,0.923779,0.914092,0.917866,7280,455,1.167334,0.624408,0.591428,0.593373,0.589850,0.687500,0.632865,0.644612,0.632609,8448,96,1
23,0.000042,99.523471,0.619124,0.885539,0.884293,0.880993,0.882520,0.776443,0.796154,0.799188,0.792526,0.791898,0.883516,0.893902,0.882957,0.882903,7280,455,1.181213,0.609967,0.588178,0.585552,0.579854,0.666667,0.631900,0.634142,0.621926,8448,96,0
24,0.000038,100.368038,0.608481,0.890035,0.889255,0.885791,0.887389,0.695832,0.843407,0.844711,0.843025,0.842709,0.949451,0.955811,0.948919,0.951334,7280,455,1.167714,0.612334,0.585839,0.586466,0.584263,0.677083,0.638413,0.639793,0.635058,8448,96,0
25,0.000034,99.620969,0.598453,0.896628,0.895346,0.892635,0.893913,0.703336,0.835989,0.835304,0.834277,0.833818,0.940659,0.946768,0.938127,0.941408,7280,455,1.143248,0.632931,0.604905,0.605844,0.604035,0.666667,0.626923,0.633003,0.628069,8448,96,1
26,0.000031,99.910950,0.592309,0.899376,0.898597,0.895570,0.896988,0.721426,0.827335,0.828277,0.824883,0.823566,0.905495,0.907543,0.904734,0.904089,7280,455,1.151846,0.623935,0.608058,0.601759,0.599652,0.677083,0.662143,0.648941,0.644026,8448,96,0
27,0.000027,99.399213,0.585670,0.902697,0.901730,0.898864,0.900203,0.685223,0.847390,0.843355,0.847459,0.844224,0.940659,0.941191,0.939813,0.939927,7280,455,1.131807,0.640743,0.627582,0.621207,0.621841,0.708333,0.690519,0.689360,0.687241,8448,96,1
28,0.000023,100.978694,0.577919,0.907068,0.906297,0.903722,0.904921,0.647807,0.868681,0.869651,0.865643,0.867141,0.953846,0.957380,0.950992,0.953797,7280,455,1.130536,0.640862,0.623722,0.617669,0.619000,0.729167,0.719620,0.715550,0.715068,8448,96,0
29,0.000020,101.624647,0.570506,0.911064,0.910381,0.907622,0.908924,0.625690,0.880495,0.880172,0.878349,0.879036,0.964835,0.969338,0.963156,0.965833,7280,455,1.127916,0.643348,0.619233,0.614652,0.615056,0.729167,0.698013,0.695261,0.691863,8448,96,0
30,0.000017,100.423643,0.568158,0.913187,0.912490,0.909840,0.911089,0.626688,0.879258,0.877852,0.876384,0.876967,0.969231,0.972456,0.967472,0.969677,7280,455,1.124291,0.643584,0.621748,0.618673,0.618592,0.687500,0.661717,0.657462,0.654588,8448,96,0
31,0.000014,99.339690,0.563477,0.915235,0.914644,0.911812,0.913148,0.636867,0.870467,0.871911,0.864127,0.866800,0.958242,0.963187,0.956521,0.959317,7280,455,1.100539,0.654356,0.639739,0.632438,0.632585,0.729167,0.716667,0.709410,0.709545,8448,96,1
32,0.000011,98.761178,0.556420,0.919306,0.919138,0.915783,0.917348,0.616181,0.884341,0.884455,0.881447,0.882558,0.967033,0.970512,0.963098,0.966330,7280,455,1.107586,0.655777,0.630256,0.628315,0.627934,0.697917,0.667295,0.666986,0.664820,8448,96,0
33,0.000009,99.111245,0.552772,0.921603,0.920804,0.918399,0.919529,0.610647,0.884341,0.884291,0.881701,0.882406,0.967033,0.970876,0.968191,0.969127,7280,455,1.115135,0.656723,0.638828,0.632503,0.632631,0.729167,0.712810,0.709410,0.708293,8448,96,1
34,0.000007,100.526434,0.547452,0.923651,0.923027,0.920651,0.921780,0.610577,0.887225,0.886451,0.884258,0.884896,0.969231,0.972628,0.968842,0.970433,7280,455,1.119313,0.651160,0.632336,0.624881,0.625554,0.718750,0.688987,0.686603,0.684198,8448,96,0
35,0.000005,100.620504,0.546520,0.925699,0.925179,0.923135,0.924117,0.613763,0.882830,0.883730,0.880405,0.880905,0.967033,0.970753,0.965704,0.967797,7280,455,1.130696,0.650331,0.633384,0.625981,0.625194,0.718750,0.708290,0.692310,0.692333,8448,96,0
36,0.000004,99.344483,0.545843,0.923277,0.922872,0.920695,0.921725,0.613172,0.884615,0.885440,0.882364,0.882665,0.967033,0.971280,0.965240,0.967605,7280,455,1.137200,0.645833,0.627935,0.620577,0.619997,0.708333,0.686075,0.674208,0.671843,8448,96,0
37,0.000003,101.194607,0.543503,0.925849,0.925015,0.922969,0.923939,0.599486,0.889973,0.891086,0.886107,0.888204,0.973626,0.976820,0.971686,0.973925,7280,455,1.113275,0.653764,0.631612,0.626604,0.626404,0.708333,0.681083,0.677079,0.673969,8448,96,0
38,0.000002,98.729201,0.542478,0.927098,0.926641,0.924114,0.925298,0.603444,0.889698,0.890213,0.885622,0.887242,0.975824,0.979100,0.973881,0.976101,7280,455,1.126039,0.651515,0.631306,0.623908,0.624051,0.739583,0.719148,0.704785,0.703400,8448,96,0
39,0.000001,99.473715,0.538940,0.930145,0.929913,0.927702,0.928740,0.598992,0.892720,0.891411,0.890152,0.890563,0.973626,0.976690,0.971686,0.973882,7280,455,1.122439,0.655658,0.635695,0.631395,0.631593,0.750000,0.734686,0.729027,0.729218,8448,96,0
40,0.000001,97.874885,0.538988,0.927697,0.927461,0.925195,0.926264,0.600116,0.891484,0.890255,0.888840,0.889102,0.971429,0.974948,0.969666,0.971918,7280,455,1.135233,0.649384,0.630486,0.623965,0.624100,0.729167,0.715321,0.702837,0.701678,8448,96,0
