epoch,lr,epoch_time_sec,train_loss,train_running_patch_accuracy,train_running_patch_precision,train_running_patch_recall,train_running_patch_f1,train_eval_loss,train_eval_patch_accuracy,train_eval_patch_precision,train_eval_patch_recall,train_eval_patch_f1,train_eval_image_accuracy,train_eval_image_precision,train_eval_image_recall,train_eval_image_f1,train_eval_n_patches,train_eval_n_images,val_loss,val_patch_accuracy,val_patch_precision,val_patch_recall,val_patch_f1,val_image_accuracy,val_image_precision,val_image_recall,val_image_f1,val_n_patches,val_n_images,is_best
22,0.000046,260.439672,0.442242,0.976073,0.975677,0.975185,0.975429,0.407555,0.991896,0.991360,0.992077,0.991710,1.000000,1.000000,1.000000,1.000000,7280,455,1.191664,0.689319,0.666108,0.668131,0.666192,0.708333,0.684759,0.685954,0.684075,6048,96,0
23,0.000042,260.815476,0.436525,0.978748,0.978424,0.977784,0.978100,0.404153,0.993819,0.993496,0.993396,0.993443,1.000000,1.000000,1.000000,1.000000,7280,455,1.161168,0.705026,0.682292,0.680250,0.681076,0.750000,0.727613,0.720882,0.723014,6048,96,1
24,0.000038,260.803832,0.436130,0.979146,0.979038,0.978345,0.978687,0.398453,0.996978,0.996407,0.997097,0.996748,1.000000,1.000000,1.000000,1.000000,7280,455,1.204332,0.689649,0.666484,0.666982,0.666326,0.718750,0.690972,0.686033,0.688118,6048,96,0
25,0.000034,261.203446,0.430926,0.981165,0.980905,0.980535,0.980718,0.396845,0.996841,0.996626,0.996834,0.996729,1.000000,1.000000,1.000000,1.000000,7280,455,1.177159,0.698413,0.678621,0.678142,0.677828,0.750000,0.744096,0.744042,0.739979,6048,96,0
26,0.000031,260.594321,0.429106,0.982308,0.982086,0.981569,0.981824,0.396401,0.997115,0.996768,0.996928,0.996847,1.000000,1.000000,1.000000,1.000000,7280,455,1.168339,0.701554,0.677568,0.678751,0.677622,0.781250,0.749368,0.750023,0.749236,6048,96,0
27,0.000027,261.343590,0.424259,0.984874,0.984713,0.984218,0.984463,0.395958,0.997665,0.997454,0.997638,0.997545,1.000000,1.000000,1.000000,1.000000,7280,455,1.152655,0.706184,0.677794,0.678154,0.677722,0.760417,0.733333,0.730406,0.731364,6048,96,0
28,0.000023,260.672809,0.421641,0.985978,0.985933,0.985509,0.985719,0.394481,0.998077,0.998018,0.998216,0.998116,1.000000,1.000000,1.000000,1.000000,7280,455,1.181636,0.697255,0.673951,0.673851,0.673638,0.729167,0.698368,0.696560,0.696941,6048,96,0
29,0.000020,261.135333,0.418870,0.987191,0.986972,0.986639,0.986804,0.394361,0.998626,0.998310,0.998614,0.998461,1.000000,1.000000,1.000000,1.000000,7280,455,1.235911,0.679563,0.658769,0.657225,0.657574,0.718750,0.690290,0.686466,0.687501,6048,96,0
30,0.000017,260.482576,0.417122,0.988355,0.988355,0.987923,0.988138,0.394095,0.998626,0.998404,0.998713,0.998557,1.000000,1.000000,1.000000,1.000000,7280,455,1.199396,0.696925,0.673407,0.673370,0.672827,0.718750,0.686274,0.686033,0.685780,6048,96,0
31,0.000014,261.308170,0.416089,0.988643,0.988494,0.988200,0.988346,0.391914,0.999588,0.999635,0.999544,0.999589,1.000000,1.000000,1.000000,1.000000,7280,455,1.196273,0.693618,0.672537,0.673397,0.672365,0.750000,0.732381,0.728890,0.729235,6048,96,0
32,0.000011,259.208689,0.413401,0.989946,0.989830,0.989549,0.989689,0.394786,0.998077,0.998068,0.998327,0.998195,1.000000,1.000000,1.000000,1.000000,7280,455,1.214003,0.692130,0.671478,0.671774,0.670983,0.718750,0.688848,0.686033,0.686137,6048,96,0
33,0.000009,260.886106,0.411152,0.990960,0.990802,0.990643,0.990722,0.391883,0.999451,0.999399,0.999431,0.999415,1.000000,1.000000,1.000000,1.000000,7280,455,1.192232,0.701058,0.680846,0.679499,0.679811,0.739583,0.717841,0.710788,0.712950,6048,96,0
